employeeExternalId,locationId,locationExternalId,type,currentBalance,availableBalance,accrued,carryOverBalance,taken
796401,540560f0-cc82-479f-8c80-43ec4d93819d,3064,Take 5 Day,8,8,0,8,0
840716,59d204b1-4e7e-4162-959a-7af55e80a9b7,7070,Personal,45,45,0,45,0
840716,59d204b1-4e7e-4162-959a-7af55e80a9b7,7070,Vacation,29.15,29.15,0,29.15,0
840716,59d204b1-4e7e-4162-959a-7af55e80a9b7,7070,Take 5 Day,9,9,0,9,0
791890,5d14065b-3f61-4ae8-add1-7a8892034010,8070,Sick Earned,25.85,25.85,0,25.85,0
845163,ffe91bb7-08aa-41cb-afb8-b679c72200ec,1464,CA Sick,5.4,5.4,0,5.4,0
834988,a5fb7d24-753d-46c8-854f-28ba0fb4ef7a,1444,CA Sick,6.53,6.53,0,6.53,0
803690,92def27c-4846-47b4-b17c-d5dd3fa7d7e0,3000,Sick Earned,25.47,25.47,0,25.47,0
801554,e1e5d27e-8627-4dea-9fd8-1971ce4e59c0,1327,CA Sick,0,0,0,0,0
780519,c80f0182-f0e0-4e59-a2c1-cda194a380bb,8067,Sick Earned,0,0,0,0,0
735183,a15019bd-d4ac-4c4d-af4e-505d505f008c,754,Vacation,38.12,38.12,0,38.12,0
735183,a15019bd-d4ac-4c4d-af4e-505d505f008c,754,Personal,40,40,0,40,0
735183,a15019bd-d4ac-4c4d-af4e-505d505f008c,754,Take 5 Day,8,8,0,8,0
834475,d7cef8f7-6850-4527-87bf-c34a69af14cf,3092,Sick Earned,5.55,5.55,0,5.55,0
834001,240f677c-4b6c-4524-97f5-d8670315150c,8001,Sick Earned,0,0,0,0,0
811058,43775022-376e-4165-a34a-374ffd6a3c81,1311,CA Sick,14.55,14.55,0,14.55,0
527454,b367928c-2831-4e86-aea9-2ef0a794d11a,1301,Vacation,48,48,0,48,0
527454,b367928c-2831-4e86-aea9-2ef0a794d11a,1301,CA Sick,18,18,0,18,0
527454,b367928c-2831-4e86-aea9-2ef0a794d11a,1301,Take 5 Day,9,9,0,9,0
802638,dda3d130-c4bc-498e-a42d-796918757d4e,347,Sick Earned,14,14,0,14,0
822114,fce4f2dd-017e-422c-8ed1-6b035c2548c9,8129,Sick Earned,13.1,13.1,0,13.1,0
809065,44f09470-b6ae-42d8-8301-2946050413b8,139,Sick Earned,0,0,0,0,0
837705,48aff5d5-a036-4240-a345-cfd2fcb5bbcb,4019,Vacation,0,0,0,0,0
837705,48aff5d5-a036-4240-a345-cfd2fcb5bbcb,4019,Personal,40,40,0,40,0
837705,48aff5d5-a036-4240-a345-cfd2fcb5bbcb,4019,Take 5 Day,8,8,0,8,0
831853,8e63a0cf-595a-446b-b395-338b6b40d9cc,744,Sick Earned,12.57,12.57,0,12.57,0
767982,9a6ff6ca-6188-498f-a550-b94fe4adf51d,72014,Vacation,0,0,0,0,0
767982,9a6ff6ca-6188-498f-a550-b94fe4adf51d,72014,Personal,40,40,0,40,0
767982,9a6ff6ca-6188-498f-a550-b94fe4adf51d,72014,Take 5 Day,8,8,0,8,0
236267,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Vacation,160,160,160,0,0
236267,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Personal,40,40,40,0,0
236267,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Take 5 Day,0,0,0,0,0
236267,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,WOW Week,0,0,0,0,0
809479,bca2cda5-e96b-40d8-9cb2-180e60f60342,492,Sick Earned,16.18,16.18,0,16.18,0
843283,71b3eacb-3a55-4bcd-83b1-b07d291cbc22,481,Sick Earned,6.7,6.7,0,6.7,0
739171,e4801036-e197-45ea-8242-4a6392ed23c9,1316,CA Sick,36,36,0,36,0
707182,31a6e439-3522-4834-a6c2-38ebd4199ac0,6133,Personal,45,45,0,45,0
707182,31a6e439-3522-4834-a6c2-38ebd4199ac0,6133,Vacation,116.7,116.7,0,116.7,0
707182,31a6e439-3522-4834-a6c2-38ebd4199ac0,6133,Take 5 Day,9,9,0,9,0
830321,7682884e-b422-4b16-a0b8-2e61ae1c102f,1105,Vacation,0,0,0,0,0
830321,7682884e-b422-4b16-a0b8-2e61ae1c102f,1105,Personal,40,40,0,40,0
830321,7682884e-b422-4b16-a0b8-2e61ae1c102f,1105,Take 5 Day,8,8,0,8,0
840777,b3093e09-0458-4cee-aab5-9bcc94af9e67,4052,Vacation,21.32,21.32,0,21.32,0
840777,b3093e09-0458-4cee-aab5-9bcc94af9e67,4052,Personal,40,40,0,40,0
840777,b3093e09-0458-4cee-aab5-9bcc94af9e67,4052,Take 5 Day,8,8,0,8,0
747961,bb22250c-25e6-44af-b5a2-23e2720d8668,8054,Sick Earned,8,8,0,8,0
612516,50a8e2fb-db58-46db-9d18-cb6dfe396db1,7007,Vacation,18.58,18.58,0,18.58,0
612516,50a8e2fb-db58-46db-9d18-cb6dfe396db1,7007,Personal,40,40,0,40,0
612516,50a8e2fb-db58-46db-9d18-cb6dfe396db1,7007,Take 5 Day,8,8,0,8,0
804992,204eae4d-c73d-470c-bf85-4a5c48522ad1,355,Personal,40,40,0,40,0
804992,204eae4d-c73d-470c-bf85-4a5c48522ad1,355,Vacation,0,0,0,0,0
804992,204eae4d-c73d-470c-bf85-4a5c48522ad1,355,Take 5 Day,8,8,0,8,0
837565,9d37885b-045a-4142-b10a-fbcd43304c18,7148,Personal,4.23,4.23,0,4.23,0
201216,a4508b46-e2ff-4b35-989b-30e4414e8fc4,1102,Vacation,37,37,0,37,0
201216,a4508b46-e2ff-4b35-989b-30e4414e8fc4,1102,Personal,40,40,0,40,0
201216,a4508b46-e2ff-4b35-989b-30e4414e8fc4,1102,Take 5 Day,8,8,0,8,0
226605,41619122-1532-4952-bddb-f297ec00218a,344,Sick Earned,20,20,0,20,0
802967,9d37885b-045a-4142-b10a-fbcd43304c18,7148,Personal,3,3,0,3,0
778941,b67ebed0-d4f5-4c64-baf2-5025daac4c25,1349,CA Sick,16,16,0,16,0
799338,f11bd87a-f1c2-43bd-b695-7eedbb1ae29f,702,Personal,0,0,0,0,0
823363,d01b0f78-22b8-45e3-b84e-18fd2649d31a,952,Vacation,40,40,0,40,0
823363,d01b0f78-22b8-45e3-b84e-18fd2649d31a,952,Personal,40,40,0,40,0
823363,d01b0f78-22b8-45e3-b84e-18fd2649d31a,952,Take 5 Day,8,8,0,8,0
829248,f95cec9b-1e2e-4afd-aed6-d2af969ae574,6024,Vacation,40.48,40.48,0,40.48,0
829248,f95cec9b-1e2e-4afd-aed6-d2af969ae574,6024,Personal,30,30,0,30,0
829248,f95cec9b-1e2e-4afd-aed6-d2af969ae574,6024,Take 5 Day,8,8,0,8,0
843867,75b44219-f6fb-4e33-9b64-4487cedee650,306,Sick Earned,1.98,1.98,0,1.98,0
840171,abfce0d0-7e93-47c8-af64-4fac0d0c86ce,8219,Sick Earned,0,0,0,0,0
745026,95ef097b-39dd-42e7-a80a-43e9b5192256,1363,CA Sick,24,24,0,24,0
816321,ac59cd96-590e-4614-b3b6-82ae1c72aed9,710,Personal,0,0,0,0,0
806752,819b6a51-2e54-4655-8b48-f2dd9739bf7a,408,Sick Earned,16.87,16.87,0,16.87,0
845932,c57fff8c-db5c-42ce-805d-ad3c34f12bee,4072,Sick Earned,2.22,2.22,0,2.22,0
770230,cb0a2313-8d1e-4dcc-8855-a7a9207bdf33,1424,CA Sick,4,4,0,4,0
843202,1467d8fc-d8b7-4454-8d89-50c972d75897,349,Sick Earned,4.65,4.65,0,4.65,0
778157,cdd36516-0666-4ad9-8e6a-3f4a50bcf1d1,1425,CA Sick,27.38,27.38,0,27.38,0
842355,c02a6d13-326d-4615-b5c5-b3dc1a98bf41,1432,CA Sick,7.78,7.78,0,7.78,0
605789,2ba7db8a-0fdb-43aa-8911-301f4abd220a,644,Personal,45,45,0,45,0
605789,2ba7db8a-0fdb-43aa-8911-301f4abd220a,644,Vacation,24,24,0,24,0
605789,2ba7db8a-0fdb-43aa-8911-301f4abd220a,644,Take 5 Day,9,9,0,9,0
790040,acb077fc-81df-449f-a407-312883ccb90a,248,Sick Earned,33.87,33.87,0,33.87,0
783371,d9cb6f70-f78f-4131-bd40-b97b6a510ba4,1353,CA Sick,0,0,0,0,0
836724,7dbaa662-777e-42bc-91b2-2f92b4980a74,1322,CA Sick,12.25,12.25,0,12.25,0
626821,256b4300-e3a3-405d-ab55-ff6c844cd442,309,Sick Earned,40,40,0,40,0
840237,b54b55a3-7d69-4942-a3e8-631b789862e7,106,Sick Earned,3.18,3.18,0,3.18,0
655659,1e7346f5-65cc-4e59-bf03-91c9a6f3d5b3,8062,Sick Earned,10,10,0,10,0
757095,faf73260-3c54-4a3c-a5a6-66edcffddecb,8130,Sick Earned,8,8,0,8,0
844188,01897f49-a72e-4f4c-8504-3b0ff8bbde0d,8132,Sick Earned,7.77,7.77,0,7.77,0
836205,f1d7fe35-0a3d-4458-aa36-6507cf5bc1b6,485,Sick Earned,10.12,10.12,0,10.12,0
814093,25401e0e-0b82-48b8-af8d-ec5f11f1d5e5,3076,Sick Earned,13.12,13.12,0,13.12,0
842228,a0243c52-d3fc-493c-8953-c18a619925cd,350,Sick Earned,0,0,0,0,0
785387,cc051ba7-7900-456e-b5fc-ed002e288c21,202,Sick Earned,4,4,0,4,0
840504,1fe64415-6087-4679-990f-200e05e72f77,427,Sick Earned,0,0,0,0,0
812273,3878e249-7b07-46bd-b286-c017a5e62bfd,1333,CA Sick,7,7,0,7,0
776348,a5a39ead-735b-43de-a741-a1f2317e9fda,6058,Vacation,37,37,0,37,0
776348,a5a39ead-735b-43de-a741-a1f2317e9fda,6058,Personal,24,24,0,24,0
776348,a5a39ead-735b-43de-a741-a1f2317e9fda,6058,Take 5 Day,8,8,0,8,0
622250,6ec88364-5728-4045-8622-24db6e447ca3,153,Sick Earned,40,40,0,40,0
755691,b9b2d1c8-cabc-448c-a776-52c15bd8c178,680,Vacation,8,8,0,8,0
755691,b9b2d1c8-cabc-448c-a776-52c15bd8c178,680,Personal,32,32,0,32,0
755691,b9b2d1c8-cabc-448c-a776-52c15bd8c178,680,Take 5 Day,8,8,0,8,0
842424,80c14bac-e86e-4b6f-9f7f-3de1bc16588c,228,Sick Earned,3.55,3.55,0,3.55,0
777724,88455663-1246-414d-903f-0bfa174c4cbd,5052,Personal,40,40,0,40,0
777724,88455663-1246-414d-903f-0bfa174c4cbd,5052,Take 5 Day,8,8,0,8,0
830356,cb63eff5-39db-4ca0-991f-677687c2387e,1313,CA Sick,9,9,0,9,0
840817,c73e963f-f3a9-46fd-9c28-7ac7113f1daa,484,Sick Earned,4,4,0,4,0
758883,a1cf8349-f400-4c0a-b4b6-f1083f2521de,6204,Vacation,72,72,0,72,0
758883,a1cf8349-f400-4c0a-b4b6-f1083f2521de,6204,Personal,40,40,0,40,0
758883,a1cf8349-f400-4c0a-b4b6-f1083f2521de,6204,Take 5 Day,8,8,0,8,0
249898,5c97909a-c13b-40a0-b462-2f132685deba,5157,Personal,29,29,0,29,0
249898,5c97909a-c13b-40a0-b462-2f132685deba,5157,Vacation,39,39,0,39,0
249898,5c97909a-c13b-40a0-b462-2f132685deba,5157,Take 5 Day,9,9,0,9,0
832278,ab663842-d9d8-4884-a584-3b35ba8a0438,1359,Sick Earned,5.28,5.28,0,5.28,0
833372,04440f30-75d8-4489-a9d9-f81e50c3f465,5056,Vacation,32.77,32.77,0,32.77,0
833372,04440f30-75d8-4489-a9d9-f81e50c3f465,5056,Personal,40,40,0,40,0
833372,04440f30-75d8-4489-a9d9-f81e50c3f465,5056,Take 5 Day,8,8,0,8,0
820272,c8d061bc-f6a3-4b37-947d-a82eb987fd00,8116,Sick Earned,3.72,3.72,0,3.72,0
781150,0221ada8-1fe3-409d-ad57-583e0405db49,3079,Personal,44,44,0,44,0
781150,0221ada8-1fe3-409d-ad57-583e0405db49,3079,Vacation,43,43,0,43,0
781150,0221ada8-1fe3-409d-ad57-583e0405db49,3079,Take 5 Day,9,9,0,9,0
529920,c2cea82b-afa6-4401-aea9-26a6ad974d5a,422,Vacation,84,84,0,84,0
529920,c2cea82b-afa6-4401-aea9-26a6ad974d5a,422,Personal,24,24,0,24,0
529920,c2cea82b-afa6-4401-aea9-26a6ad974d5a,422,Take 5 Day,8,8,0,8,0
839657,4c56863e-8daa-4187-8606-98d2f884cb32,8080,Sick Earned,8.15,8.15,0,8.15,0
816929,fc747be2-aa75-4bcd-9e8e-38dd813dafc3,1375,Vacation,27,27,0,27,0
816929,fc747be2-aa75-4bcd-9e8e-38dd813dafc3,1375,CA Sick,53,53,0,53,0
816929,fc747be2-aa75-4bcd-9e8e-38dd813dafc3,1375,Take 5 Day,18,18,0,18,0
522506,38e703f5-eab5-4ee6-ad13-b5d4efb05158,658,Personal,25,25,0,25,0
522506,38e703f5-eab5-4ee6-ad13-b5d4efb05158,658,Vacation,70,70,0,70,0
522506,38e703f5-eab5-4ee6-ad13-b5d4efb05158,658,Take 5 Day,9,9,0,9,0
843980,f9d9067c-83c5-4ac1-88e6-22e60a5ee459,6224,Vacation,0,0,0,0,0
843980,f9d9067c-83c5-4ac1-88e6-22e60a5ee459,6224,Personal,40,40,0,40,0
843980,f9d9067c-83c5-4ac1-88e6-22e60a5ee459,6224,Take 5 Day,8,8,0,8,0
603214,68762b8c-8fdb-4999-b921-03ae3bad5aa9,5053,Vacation,106.7,106.7,0,106.7,0
603214,68762b8c-8fdb-4999-b921-03ae3bad5aa9,5053,Personal,40,40,0,40,0
603214,68762b8c-8fdb-4999-b921-03ae3bad5aa9,5053,Take 5 Day,8,8,0,8,0
806455,979fc761-0c3e-48e8-b20e-9a2980d26fbd,1445,CA Sick,42.58,42.58,0,42.58,0
728385,a6ef24db-4c4a-41db-9cf5-b1de3ee70507,342,Sick Earned,28,28,0,28,0
598881,2ef794d2-68bc-4744-931b-0a01d9ae0d93,72053,Vacation,80,80,0,80,0
598881,2ef794d2-68bc-4744-931b-0a01d9ae0d93,72053,Personal,13,13,0,13,0
598881,2ef794d2-68bc-4744-931b-0a01d9ae0d93,72053,Take 5 Day,8,8,0,8,0
833413,04e359bd-a6b9-476a-8771-db43b59b7421,403,Sick Earned,5.62,5.62,0,5.62,0
795089,465dede3-173f-428a-b5de-4dc8d51c818c,1402,CA Sick,17.8,17.8,0,17.8,0
249294,9c3176f7-9632-4cd9-872d-24ff9260b89e,354,Sick Earned,16,16,0,16,0
788087,6a22b863-6366-42c8-abd2-9749ac5c2159,72047,Vacation,32,32,0,32,0
788087,6a22b863-6366-42c8-abd2-9749ac5c2159,72047,Personal,40,40,0,40,0
788087,6a22b863-6366-42c8-abd2-9749ac5c2159,72047,Take 5 Day,8,8,0,8,0
611066,e4801036-e197-45ea-8242-4a6392ed23c9,1316,Vacation,47,47,0,47,0
611066,e4801036-e197-45ea-8242-4a6392ed23c9,1316,CA Sick,40,40,0,40,0
611066,e4801036-e197-45ea-8242-4a6392ed23c9,1316,Take 5 Day,8,8,0,8,0
611066,e4801036-e197-45ea-8242-4a6392ed23c9,1316,WOW Week,0,0,0,0,0
591464,2ef794d2-68bc-4744-931b-0a01d9ae0d93,72053,Vacation,24,24,0,24,0
591464,2ef794d2-68bc-4744-931b-0a01d9ae0d93,72053,Personal,40,40,0,40,0
591464,2ef794d2-68bc-4744-931b-0a01d9ae0d93,72053,Take 5 Day,8,8,0,8,0
828536,d3b7d688-bab9-4d8a-9664-733b2d8982cf,1319,CA Sick,1.75,1.75,0,1.75,0
502424,596bad73-c73c-4bf0-a8b6-19c35fa7ecfb,516,Personal,45,45,0,45,0
502424,596bad73-c73c-4bf0-a8b6-19c35fa7ecfb,516,Vacation,51,51,0,51,0
502424,596bad73-c73c-4bf0-a8b6-19c35fa7ecfb,516,Take 5 Day,9,9,0,9,0
829891,3f64099a-5cb6-4cfb-b74e-2d7386ae86d2,5085,Vacation,21.2,21.2,0,21.2,0
829891,3f64099a-5cb6-4cfb-b74e-2d7386ae86d2,5085,Personal,40,40,0,40,0
829891,3f64099a-5cb6-4cfb-b74e-2d7386ae86d2,5085,Take 5 Day,6,6,0,6,0
829673,29e055b8-1632-4eaa-b130-8d849a30801f,185,Sick Earned,6.4,6.4,0,6.4,0
831758,8ed8096a-c8bd-47dd-ace1-dd77cd85e87a,244,Sick Earned,18.9,18.9,0,18.9,0
744345,846a2586-bb9f-418f-8539-570779ede496,8008,Sick Earned,20,20,0,20,0
812732,b54b55a3-7d69-4942-a3e8-631b789862e7,106,Sick Earned,10,10,0,10,0
833698,8cee872b-c51e-49b2-8bfe-93a5b1d367c8,6285,Vacation,0,0,0,0,0
833698,8cee872b-c51e-49b2-8bfe-93a5b1d367c8,6285,Personal,40,40,0,40,0
833698,8cee872b-c51e-49b2-8bfe-93a5b1d367c8,6285,Take 5 Day,8,8,0,8,0
786846,289c484e-4fa1-45d6-9f0f-0d48a7def5a3,351,Sick Earned,0,0,0,0,0
842363,16052eb4-d25c-4c8a-a9f0-49334d9405e1,3078,Sick Earned,9.1,9.1,0,9.1,0
796774,2fdbb2dc-1910-47fc-b363-076c358062e2,3005,Sick Earned,14.13,14.13,0,14.13,0
508025,ee80b3bb-c18b-461c-aae8-9ce0df30cfa3,579,Vacation,28,28,0,28,0
508025,ee80b3bb-c18b-461c-aae8-9ce0df30cfa3,579,Personal,16,16,0,16,0
508025,ee80b3bb-c18b-461c-aae8-9ce0df30cfa3,579,Take 5 Day,8,8,0,8,0
826391,f3f5f7f5-5c81-4433-a705-a4810114563c,5104,Vacation,0,0,0,0,0
826391,f3f5f7f5-5c81-4433-a705-a4810114563c,5104,Personal,40,40,0,40,0
826391,f3f5f7f5-5c81-4433-a705-a4810114563c,5104,Take 5 Day,8,8,0,8,0
829122,342559a7-6b66-4a9e-a1f6-574af0b075b3,743,Sick Earned,8.23,8.23,0,8.23,0
794311,e6608ddf-715c-4497-a7ae-cb83104b6f71,764,Personal,48,48,0,48,0
794311,e6608ddf-715c-4497-a7ae-cb83104b6f71,764,Vacation,0,0,0,0,0
794311,e6608ddf-715c-4497-a7ae-cb83104b6f71,764,Take 5 Day,8,8,0,8,0
836992,69b49b6b-22aa-4ce0-a4c7-66b22cb4961f,8011,Sick Earned,11.68,11.68,0,11.68,0
754918,caa1a582-0fe9-49ba-944b-d500e524b3cc,5123,Vacation,0,0,0,0,0
754918,caa1a582-0fe9-49ba-944b-d500e524b3cc,5123,Personal,40,40,0,40,0
754918,caa1a582-0fe9-49ba-944b-d500e524b3cc,5123,Take 5 Day,8,8,0,8,0
752809,8e63a0cf-595a-446b-b395-338b6b40d9cc,744,Sick Earned,0,0,0,0,0
786434,a72f11f2-6ff9-4229-b3ff-9c1d4d668aa9,8174,Sick Earned,20,20,0,20,0
647019,eb166dd0-2423-40dd-83d5-c8bf734dfece,8043,Personal,21,21,0,21,0
647019,eb166dd0-2423-40dd-83d5-c8bf734dfece,8043,Vacation,77,77,0,77,0
647019,eb166dd0-2423-40dd-83d5-c8bf734dfece,8043,Take 5 Day,9,9,0,9,0
846419,626f9d7d-8d97-4191-9e98-2f58a2109d81,4068,Vacation,7.67,7.67,0,7.67,0
846419,626f9d7d-8d97-4191-9e98-2f58a2109d81,4068,Personal,40,40,0,40,0
846419,626f9d7d-8d97-4191-9e98-2f58a2109d81,4068,Take 5 Day,8,8,0,8,0
117210,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Vacation,160,160,160,0,0
117210,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Personal,40,40,40,0,0
117210,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,Take 5 Day,0,0,0,0,0
117210,2e7f677e-cc8b-4922-aa79-9190017f7f6e,86000,WOW Week,0,0,0,0,0
740799,6c5700e2-0c89-402c-a9c2-468aa60ec2f7,6011,Vacation,16,16,0,16,0
740799,6c5700e2-0c89-402c-a9c2-468aa60ec2f7,6011,Personal,40,40,0,40,0
740799,6c5700e2-0c89-402c-a9c2-468aa60ec2f7,6011,Take 5 Day,8,8,0,8,0
757497,c66362a3-ec07-4833-943b-eecca29a6aaa,6100,Personal,21,21,0,21,0
757497,c66362a3-ec07-4833-943b-eecca29a6aaa,6100,Take 5 Day,8,8,0,8,0
725274,e39793f2-567d-4f2f-8d7d-676199e4c1e5,473,Sick Earned,3,3,0,3,0
450789,79a11775-c1df-44be-9205-7eded6d3b171,596,Personal,40,40,0,40,0
450789,79a11775-c1df-44be-9205-7eded6d3b171,596,Vacation,0,0,0,0,0
450789,79a11775-c1df-44be-9205-7eded6d3b171,596,Take 5 Day,8,8,0,8,0
840631,a454e8dd-aa91-40e1-ac60-825e01e13dfb,1413,CA Sick,6.75,6.75,0,6.75,0
828190,42505dfd-23aa-40d3-953b-0053644a28a2,6230,Vacation,43.27,43.27,0,43.27,0
828190,42505dfd-23aa-40d3-953b-0053644a28a2,6230,Personal,11,11,0,11,0
828190,42505dfd-23aa-40d3-953b-0053644a28a2,6230,Take 5 Day,8,8,0,8,0
822943,9fb266ba-602d-4825-abff-0c1b9f3915d1,1391,CA Sick,26.5,26.5,0,26.5,0
830096,d23595a1-987f-4c8b-86f8-9edb6525746f,72046,Vacation,80,80,0,80,0
830096,d23595a1-987f-4c8b-86f8-9edb6525746f,72046,Personal,24,24,0,24,0
830096,d23595a1-987f-4c8b-86f8-9edb6525746f,72046,Take 5 Day,8,8,0,8,0
818961,6c10c5df-7c1c-492a-8f38-b7ab859dac92,1368,CA Sick,8.63,8.63,0,8.63,0
716358,a5d0c94b-6550-4cde-ba40-a3c536757202,72056,Vacation,80,80,0,80,0
716358,a5d0c94b-6550-4cde-ba40-a3c536757202,72056,Personal,40,40,0,40,0
716358,a5d0c94b-6550-4cde-ba40-a3c536757202,72056,Take 5 Day,8,8,0,8,0
833431,a5fb7d24-753d-46c8-854f-28ba0fb4ef7a,1444,CA Sick,7.95,7.95,0,7.95,0
826286,c097b82c-3e62-440b-a1d7-b8570a250efc,8218,Vacation,31.43,31.43,0,31.43,0
826286,c097b82c-3e62-440b-a1d7-b8570a250efc,8218,Personal,40,40,0,40,0
826286,c097b82c-3e62-440b-a1d7-b8570a250efc,8218,Take 5 Day,8,8,0,8,0
592118,d9d4ac55-aefb-4408-8951-021509427c18,208,Vacation,55,55,0,55,0
592118,d9d4ac55-aefb-4408-8951-021509427c18,208,Personal,16,16,0,16,0
592118,d9d4ac55-aefb-4408-8951-021509427c18,208,Take 5 Day,8,8,0,8,0
782650,9ac65e50-2849-4764-90bc-5210826f3dc7,430,Vacation,2,2,0,2,0
782650,9ac65e50-2849-4764-90bc-5210826f3dc7,430,Personal,10,10,0,10,0
782650,9ac65e50-2849-4764-90bc-5210826f3dc7,430,Take 5 Day,8,8,0,8,0
812852,c386ea12-8106-4b00-8d5b-afaad36348de,229,Sick Earned,0,0,0,0,0
705231,4a13afad-9e13-4296-b944-a12c716b21d6,5148,Personal,36,36,0,36,0
705231,4a13afad-9e13-4296-b944-a12c716b21d6,5148,Vacation,69.35,69.35,0,69.35,0
705231,4a13afad-9e13-4296-b944-a12c716b21d6,5148,Take 5 Day,9,9,0,9,0
566454,0bdd0954-3de5-4097-ae0a-0b09e3990864,8009,Personal,56,56,6,50,0
566454,0bdd0954-3de5-4097-ae0a-0b09e3990864,8009,Vacation,40,40,0,40,0
566454,0bdd0954-3de5-4097-ae0a-0b09e3990864,8009,Take 5 Day,8,8,0,8,0
829406,6dfbe7ae-112c-4d65-8871-a4f7e2fed57c,1419,CA Sick,0,0,0,0,0
843943,2c9f33e2-a103-4b4e-bab6-b13cfd708397,125,Sick Earned,1.6,1.6,0,1.6,0
685121,df346847-0d5f-4ea5-bf57-97241a4059d2,8075,Sick Earned,3,3,0,3,0
785026,320efea4-e2e7-474e-853f-358cfc49a227,4026,Vacation,0,0,0,0,0
785026,320efea4-e2e7-474e-853f-358cfc49a227,4026,Personal,40,40,0,40,0
785026,320efea4-e2e7-474e-853f-358cfc49a227,4026,Take 5 Day,8,8,0,8,0
654639,6550c488-c246-4316-9233-f0ec1ee9e339,215,Sick Earned,15,15,0,15,0
608528,26df24c0-71ed-45f6-ba9f-6c093708028a,72043,Vacation,40,40,0,40,0
608528,26df24c0-71ed-45f6-ba9f-6c093708028a,72043,Personal,23,23,0,23,0
608528,26df24c0-71ed-45f6-ba9f-6c093708028a,72043,Take 5 Day,8,8,0,8,0
806679,72b0dfa5-d51a-403f-90b2-9f2e13bf7edd,3049,Sick Earned,8,8,0,8,0
720140,d723dbd5-b2a7-4802-926a-80ecd4093807,102,Vacation,80,80,0,80,0
720140,d723dbd5-b2a7-4802-926a-80ecd4093807,102,Personal,40,40,0,40,0
720140,d723dbd5-b2a7-4802-926a-80ecd4093807,102,Take 5 Day,8,8,0,8,0
844236,cb63eff5-39db-4ca0-991f-677687c2387e,1313,Vacation,10.65,10.65,0,10.65,0
844236,cb63eff5-39db-4ca0-991f-677687c2387e,1313,CA Sick,48,48,0,48,0
844236,cb63eff5-39db-4ca0-991f-677687c2387e,1313,Take 5 Day,8,8,0,8,0
844236,cb63eff5-39db-4ca0-991f-677687c2387e,1313,WOW Week,0,0,0,0,0
786584,5ccdff62-8f87-4d0e-9fed-248fa744472b,1438,CA Sick,2,2,0,2,0
837061,003e10bf-8dfd-4096-9192-7b464e7ff57b,6169,Vacation,0,0,0,0,0
837061,003e10bf-8dfd-4096-9192-7b464e7ff57b,6169,Personal,40,40,0,40,0
837061,003e10bf-8dfd-4096-9192-7b464e7ff57b,6169,Take 5 Day,8,8,0,8,0
804899,dbfabe58-1d4b-49f5-981e-daba88dbf23d,742,Sick Earned,10.98,10.98,0,10.98,0
831378,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Vacation,120,120,120,0,0
831378,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Personal,40,40,40,0,0
831378,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,Take 5 Day,0,0,0,0,0
831378,9f9af542-4078-4562-9c4a-7b1d948318b0,71000,WOW Week,0,0,0,0,0
725898,809a0231-08b8-440c-95c0-a4e847541b6a,159,Sick Earned,31.2,31.2,0,31.2,0
625660,65619ae1-1a39-45ab-90fe-b7d993184aef,72036,Vacation,64,64,0,64,0
625660,65619ae1-1a39-45ab-90fe-b7d993184aef,72036,Personal,34,34,0,34,0
625660,65619ae1-1a39-45ab-90fe-b7d993184aef,72036,Take 5 Day,8,8,0,8,0
846572,92a183e7-14cd-43f9-93a0-0f7b039bb28a,6157,Vacation,11.87,11.87,0,11.87,0
846572,92a183e7-14cd-43f9-93a0-0f7b039bb28a,6157,Personal,40,40,0,40,0
846572,92a183e7-14cd-43f9-93a0-0f7b039bb28a,6157,Take 5 Day,8,8,0,8,0
516343,ae99d346-6f72-4eeb-a3aa-ca8d705ee292,760,Personal,18,18,0,18,0
516343,ae99d346-6f72-4eeb-a3aa-ca8d705ee292,760,Vacation,27,27,0,27,0
516343,ae99d346-6f72-4eeb-a3aa-ca8d705ee292,760,Take 5 Day,9,9,0,9,0
791527,55703e52-3f9b-421a-9f6f-1c01c053b7dc,121,Vacation,8,8,0,8,0
791527,55703e52-3f9b-421a-9f6f-1c01c053b7dc,121,Personal,38,38,0,38,0
791527,55703e52-3f9b-421a-9f6f-1c01c053b7dc,121,Take 5 Day,8,8,0,8,0
709073,500ab1d8-a3b5-4d0d-90d0-f21be8f02220,256,Sick Earned,8,8,0,8,0
751073,6e6b5af5-37d2-404f-adb6-d779f72514a5,1373,CA Sick,45.08,45.08,0,45.08,0
783214,49dcfde6-ab1c-4388-b5fd-e30c7ad05384,4070,Sick Earned,18.27,18.27,0,18.27,0
840774,2f9666a4-c5a1-4dc5-bba6-c062b5771ebd,72026,Vacation,80,80,0,80,0
