employeeid,locationId,clockintime,clockintype,deleted,externalId,role
524230,1300,2025-01-26T17:59:00Z,ShiftBegin,,524230-1300-1-26-20259:59,crew
524230,1300,2025-01-26T23:28:00Z,MealBreakBegin,,524230-1300-1-26-202515:28,crew
524230,1300,2025-01-26T23:58:00Z,MealBreakEnd,,524230-1300-1-26-202515:58,crew
524230,1300,2025-01-27T02:12:00Z,ShiftEnd,,524230-1300-1-26-202518:12,crew
524230,1300,2025-01-27T17:00:00Z,ShiftBegin,,524230-1300-1-27-20259:00,crew
524230,1300,2025-01-27T20:11:00Z,ShiftEnd,,524230-1300-1-27-202512:11,crew
524230,1300,2025-01-29T00:50:00Z,ShiftBegin,,524230-1300-1-28-202516:50,crew
524230,1300,2025-01-29T05:00:00Z,ShiftEnd,,524230-1300-1-28-202521:00,crew
524230,1300,2025-02-01T20:32:00Z,ShiftBegin,,524230-1300-2-1-202512:32,crew
524230,1300,2025-02-02T00:42:00Z,MealBreakBegin,,524230-1300-2-1-202516:42,crew
524230,1300,2025-02-02T01:13:00Z,MealBreakEnd,,524230-1300-2-1-202517:13,crew
524230,1300,2025-02-02T04:53:00Z,ShiftEnd,,524230-1300-2-1-202520:53,crew
524230,1300,2025-02-02T18:01:00Z,ShiftBegin,,524230-1300-2-2-202510:01,crew
524230,1300,2025-02-02T22:44:00Z,MealBreakBegin,,524230-1300-2-2-202514:44,crew
524230,1300,2025-02-02T23:16:00Z,MealBreakEnd,,524230-1300-2-2-202515:16,crew
524230,1300,2025-02-03T02:06:00Z,ShiftEnd,,524230-1300-2-2-202518:06,crew
524230,1300,2025-02-03T20:37:00Z,ShiftBegin,,524230-1300-2-3-202512:37,crew
524230,1300,2025-02-04T00:30:00Z,MealBreakBegin,,524230-1300-2-3-202516:30,crew
524230,1300,2025-02-04T01:00:00Z,MealBreakEnd,,524230-1300-2-3-202517:00,crew
524230,1300,2025-02-04T05:10:00Z,ShiftEnd,,524230-1300-2-3-202521:10,crew
524230,1300,2025-02-04T22:55:00Z,ShiftBegin,,524230-1300-2-4-202514:55,crew
524230,1300,2025-02-05T03:22:00Z,MealBreakBegin,,524230-1300-2-4-202519:22,crew
524230,1300,2025-02-05T03:53:00Z,MealBreakEnd,,524230-1300-2-4-202519:53,crew
524230,1300,2025-02-05T04:52:00Z,ShiftEnd,,524230-1300-2-4-202520:52,crew
524230,1300,2025-02-05T20:06:00Z,ShiftBegin,,524230-1300-2-5-202512:06,crew
524230,1300,2025-02-06T00:52:00Z,MealBreakBegin,,524230-1300-2-5-202516:52,crew
524230,1300,2025-02-06T01:25:00Z,MealBreakEnd,,524230-1300-2-5-202517:25,crew
524230,1300,2025-02-06T04:50:00Z,ShiftEnd,,524230-1300-2-5-202520:50,crew
524230,1300,2025-02-06T20:04:00Z,ShiftBegin,,524230-1300-2-6-202512:04,crew
524230,1300,2025-02-06T22:53:00Z,ShiftEnd,,524230-1300-2-6-202514:53,crew
524230,1300,2025-02-07T00:06:00Z,ShiftBegin,,524230-1300-2-6-202516:06,crew
524230,1300,2025-02-07T04:41:00Z,ShiftEnd,,524230-1300-2-6-202520:41,crew
524230,1300,2025-02-08T21:01:00Z,ShiftBegin,,524230-1300-2-8-202513:01,crew
524230,1300,2025-02-09T01:23:00Z,MealBreakBegin,,524230-1300-2-8-202517:23,crew
524230,1300,2025-02-09T01:53:00Z,MealBreakEnd,,524230-1300-2-8-202517:53,crew
524230,1300,2025-02-09T04:47:00Z,ShiftEnd,,524230-1300-2-8-202520:47,crew
821036,1300,2025-01-26T23:54:00Z,ShiftBegin,,821036-1300-1-26-202515:54,crew
821036,1300,2025-01-27T03:40:00Z,ShiftEnd,,821036-1300-1-26-202519:40,crew
691221,1300,2025-01-29T02:00:00Z,ShiftBegin,,691221-1300-1-28-202518:00,crew
691221,1300,2025-01-29T05:03:00Z,ShiftEnd,,691221-1300-1-28-202521:03,crew
691221,1300,2025-02-07T01:57:00Z,ShiftBegin,,691221-1300-2-6-202517:57,crew
691221,1300,2025-02-07T04:41:00Z,ShiftEnd,,691221-1300-2-6-202520:41,crew
540265,1300,2025-01-30T00:23:00Z,ShiftBegin,,540265-1300-1-29-202516:23,crew
540265,1300,2025-01-30T04:43:00Z,ShiftEnd,,540265-1300-1-29-202520:43,crew
540265,1300,2025-01-31T00:30:00Z,ShiftBegin,,540265-1300-1-30-202516:30,crew
540265,1300,2025-01-31T04:41:00Z,ShiftEnd,,540265-1300-1-30-202520:41,crew
540265,1300,2025-02-01T00:25:00Z,ShiftBegin,,540265-1300-1-31-202516:25,crew
540265,1300,2025-02-01T04:53:00Z,ShiftEnd,,540265-1300-1-31-202520:53,crew
540265,1300,2025-02-01T23:50:00Z,ShiftBegin,,540265-1300-2-1-202515:50,crew
540265,1300,2025-02-02T04:52:00Z,ShiftEnd,,540265-1300-2-1-202520:52,crew
540265,1300,2025-02-04T23:51:00Z,ShiftBegin,,540265-1300-2-4-202515:51,crew
540265,1300,2025-02-05T04:49:00Z,ShiftEnd,,540265-1300-2-4-202520:49,crew
540265,1300,2025-02-08T00:57:00Z,ShiftBegin,,540265-1300-2-7-202516:57,crew
540265,1300,2025-02-08T04:40:00Z,ShiftEnd,,540265-1300-2-7-202520:40,crew
540265,1300,2025-02-09T00:06:00Z,ShiftBegin,,540265-1300-2-8-202516:06,crew
540265,1300,2025-02-09T04:45:00Z,ShiftEnd,,540265-1300-2-8-202520:45,crew
839051,1300,2025-01-30T23:03:00Z,ShiftBegin,,839051-1300-1-30-202515:03,crew
839051,1300,2025-01-31T02:31:00Z,MealBreakBegin,,839051-1300-1-30-202518:31,crew
839051,1300,2025-01-31T03:01:00Z,MealBreakEnd,,839051-1300-1-30-202519:01,crew
839051,1300,2025-01-31T04:41:00Z,ShiftEnd,,839051-1300-1-30-202520:41,crew
839051,1300,2025-02-08T17:01:00Z,ShiftBegin,,839051-1300-2-8-20259:01,crew
839051,1300,2025-02-08T21:08:00Z,ShiftEnd,,839051-1300-2-8-202513:08,crew
591838,1300,2025-02-06T16:01:00Z,ShiftBegin,,591838-1300-2-6-20258:01,crew
591838,1300,2025-02-06T20:01:00Z,ShiftEnd,,591838-1300-2-6-202512:01,crew
591838,1300,2025-02-07T15:14:00Z,ShiftBegin,,591838-1300-2-7-20257:14,crew
591838,1300,2025-02-07T19:31:00Z,ShiftEnd,,591838-1300-2-7-202511:31,crew
874683,1300,2025-01-26T17:00:00Z,ShiftBegin,,874683-1300-1-26-20259:00,crew
874683,1300,2025-01-26T21:00:00Z,MealBreakBegin,,874683-1300-1-26-202513:00,crew
874683,1300,2025-01-26T21:30:00Z,MealBreakEnd,,874683-1300-1-26-202513:30,crew
874683,1300,2025-01-27T01:30:00Z,ShiftEnd,,874683-1300-1-26-202517:30,crew
874683,1300,2025-01-27T17:00:00Z,ShiftBegin,,874683-1300-1-27-20259:00,crew
874683,1300,2025-01-27T21:00:00Z,MealBreakBegin,,874683-1300-1-27-202513:00,crew
874683,1300,2025-01-27T21:30:00Z,MealBreakEnd,,874683-1300-1-27-202513:30,crew
874683,1300,2025-01-28T01:30:00Z,ShiftEnd,,874683-1300-1-27-202517:30,crew
874683,1300,2025-01-29T17:00:00Z,ShiftBegin,,874683-1300-1-29-20259:00,crew
874683,1300,2025-01-29T21:00:00Z,MealBreakBegin,,874683-1300-1-29-202513:00,crew
874683,1300,2025-01-29T21:30:00Z,MealBreakEnd,,874683-1300-1-29-202513:30,crew
874683,1300,2025-01-30T01:30:00Z,ShiftEnd,,874683-1300-1-29-202517:30,crew
874683,1300,2025-01-31T21:00:00Z,ShiftBegin,,874683-1300-1-31-202513:00,crew
874683,1300,2025-02-01T01:00:00Z,MealBreakBegin,,874683-1300-1-31-202517:00,crew
874683,1300,2025-02-01T01:30:00Z,MealBreakEnd,,874683-1300-1-31-202517:30,crew
874683,1300,2025-02-01T05:30:00Z,ShiftEnd,,874683-1300-1-31-202521:30,crew
874683,1300,2025-02-01T17:00:00Z,ShiftBegin,,874683-1300-2-1-20259:00,crew
874683,1300,2025-02-01T21:00:00Z,MealBreakBegin,,874683-1300-2-1-202513:00,crew
874683,1300,2025-02-01T21:30:00Z,MealBreakEnd,,874683-1300-2-1-202513:30,crew
874683,1300,2025-02-02T01:30:00Z,ShiftEnd,,874683-1300-2-1-202517:30,crew
874683,1300,2025-02-02T20:02:00Z,ShiftBegin,,874683-1300-2-2-202512:02,crew
874683,1300,2025-02-03T00:09:00Z,MealBreakBegin,,874683-1300-2-2-202516:09,crew
874683,1300,2025-02-03T00:40:00Z,MealBreakEnd,,874683-1300-2-2-202516:40,crew
874683,1300,2025-02-03T04:02:00Z,ShiftEnd,,874683-1300-2-2-202520:02,crew
874683,1300,2025-02-03T20:00:00Z,ShiftBegin,,874683-1300-2-3-202512:00,crew
874683,1300,2025-02-03T23:53:00Z,MealBreakBegin,,874683-1300-2-3-202515:53,crew
874683,1300,2025-02-04T00:24:00Z,MealBreakEnd,,874683-1300-2-3-202516:24,crew
874683,1300,2025-02-04T05:09:00Z,ShiftEnd,,874683-1300-2-3-202521:09,crew
874683,1300,2025-02-06T20:03:00Z,ShiftBegin,,874683-1300-2-6-202512:03,crew
874683,1300,2025-02-07T00:15:00Z,MealBreakBegin,,874683-1300-2-6-202516:15,crew
874683,1300,2025-02-07T00:47:00Z,MealBreakEnd,,874683-1300-2-6-202516:47,crew
874683,1300,2025-02-07T04:42:00Z,ShiftEnd,,874683-1300-2-6-202520:42,crew
874683,1300,2025-02-07T21:02:00Z,ShiftBegin,,874683-1300-2-7-202513:02,crew
874683,1300,2025-02-08T01:42:00Z,MealBreakBegin,,874683-1300-2-7-202517:42,crew
874683,1300,2025-02-08T02:15:00Z,MealBreakEnd,,874683-1300-2-7-202518:15,crew
874683,1300,2025-02-08T04:42:00Z,ShiftEnd,,874683-1300-2-7-202520:42,crew
874683,1300,2025-02-08T21:07:00Z,ShiftBegin,,874683-1300-2-8-202513:07,crew
874683,1300,2025-02-09T02:01:00Z,MealBreakBegin,,874683-1300-2-8-202518:01,crew
874683,1300,2025-02-09T02:36:00Z,MealBreakEnd,,874683-1300-2-8-202518:36,crew
874683,1300,2025-02-09T04:44:00Z,ShiftEnd,,874683-1300-2-8-202520:44,crew
870580,1300,2025-01-26T17:12:00Z,ShiftBegin,,870580-1300-1-26-20259:12,crew
870580,1300,2025-01-26T22:26:00Z,MealBreakBegin,,870580-1300-1-26-202514:26,crew
870580,1300,2025-01-26T23:08:00Z,MealBreakEnd,,870580-1300-1-26-202515:08,crew
870580,1300,2025-01-27T03:00:00Z,ShiftEnd,,870580-1300-1-26-202519:00,crew
870580,1300,2025-01-27T16:54:00Z,ShiftBegin,,870580-1300-1-27-20258:54,crew
870580,1300,2025-01-27T21:25:00Z,MealBreakBegin,,870580-1300-1-27-202513:25,crew
870580,1300,2025-01-27T21:55:00Z,MealBreakEnd,,870580-1300-1-27-202513:55,crew
870580,1300,2025-01-28T02:58:00Z,ShiftEnd,,870580-1300-1-27-202518:58,crew
870580,1300,2025-01-29T14:00:00Z,ShiftBegin,,870580-1300-1-29-20256:00,crew
870580,1300,2025-01-29T22:09:00Z,MealBreakBegin,,870580-1300-1-29-202514:09,crew
870580,1300,2025-01-29T22:45:00Z,MealBreakEnd,,870580-1300-1-29-202514:45,crew
870580,1300,2025-01-30T04:45:00Z,ShiftEnd,,870580-1300-1-29-202520:45,crew
870580,1300,2025-01-30T17:03:00Z,ShiftBegin,,870580-1300-1-30-20259:03,crew
870580,1300,2025-01-30T20:56:00Z,MealBreakBegin,,870580-1300-1-30-202512:56,crew
870580,1300,2025-01-30T21:29:00Z,MealBreakEnd,,870580-1300-1-30-202513:29,crew
870580,1300,2025-01-31T03:02:00Z,ShiftEnd,,870580-1300-1-30-202519:02,crew
870580,1300,2025-01-31T17:29:00Z,ShiftBegin,,870580-1300-1-31-20259:29,crew
870580,1300,2025-01-31T21:11:00Z,MealBreakBegin,,870580-1300-1-31-202513:11,crew
870580,1300,2025-01-31T21:57:00Z,MealBreakEnd,,870580-1300-1-31-202513:57,crew
870580,1300,2025-02-01T03:04:00Z,ShiftEnd,,870580-1300-1-31-202519:04,crew
870580,1300,2025-02-02T17:27:00Z,ShiftBegin,,870580-1300-2-2-20259:27,crew
870580,1300,2025-02-02T22:11:00Z,MealBreakBegin,,870580-1300-2-2-202514:11,crew
870580,1300,2025-02-02T22:50:00Z,MealBreakEnd,,870580-1300-2-2-202514:50,crew
870580,1300,2025-02-03T04:01:00Z,ShiftEnd,,870580-1300-2-2-202520:01,crew
870580,1300,2025-02-03T17:25:00Z,ShiftBegin,,870580-1300-2-3-20259:25,crew
870580,1300,2025-02-03T21:14:00Z,MealBreakBegin,,870580-1300-2-3-202513:14,crew
870580,1300,2025-02-03T21:47:00Z,MealBreakEnd,,870580-1300-2-3-202513:47,crew
870580,1300,2025-02-04T03:28:00Z,ShiftEnd,,870580-1300-2-3-202519:28,crew
870580,1300,2025-02-05T13:59:00Z,ShiftBegin,,870580-1300-2-5-20255:59,crew
870580,1300,2025-02-05T20:50:00Z,MealBreakBegin,,870580-1300-2-5-202512:50,crew
870580,1300,2025-02-05T21:48:00Z,MealBreakEnd,,870580-1300-2-5-202513:48,crew
870580,1300,2025-02-06T00:10:00Z,ShiftEnd,,870580-1300-2-5-202516:10,crew
870580,1300,2025-02-06T13:52:00Z,ShiftBegin,,870580-1300-2-6-20255:52,crew
870580,1300,2025-02-06T18:52:00Z,ShiftEnd,,870580-1300-2-6-202510:52,crew
870580,1300,2025-02-06T19:43:00Z,ShiftBegin,,870580-1300-2-6-202511:43,crew
870580,1300,2025-02-06T23:25:00Z,ShiftEnd,,870580-1300-2-6-202515:25,crew
870580,1300,2025-02-07T14:00:00Z,ShiftBegin,,870580-1300-2-7-20256:00,crew
870580,1300,2025-02-07T18:28:00Z,MealBreakBegin,,870580-1300-2-7-202510:28,crew
870580,1300,2025-02-07T19:06:00Z,MealBreakEnd,,870580-1300-2-7-202511:06,crew
870580,1300,2025-02-07T23:24:00Z,ShiftEnd,,870580-1300-2-7-202515:24,crew
863864,1300,2025-01-26T19:52:00Z,ShiftBegin,,863864-1300-1-26-202511:52,crew
863864,1300,2025-01-27T00:15:00Z,MealBreakBegin,,863864-1300-1-26-202516:15,crew
863864,1300,2025-01-27T00:49:00Z,MealBreakEnd,,863864-1300-1-26-202516:49,crew
863864,1300,2025-01-27T03:41:00Z,ShiftEnd,,863864-1300-1-26-202519:41,crew
863864,1300,2025-01-27T21:03:00Z,ShiftBegin,,863864-1300-1-27-202513:03,crew
863864,1300,2025-01-28T01:55:00Z,MealBreakBegin,,863864-1300-1-27-202517:55,crew
863864,1300,2025-01-28T02:28:00Z,MealBreakEnd,,863864-1300-1-27-202518:28,crew
863864,1300,2025-01-28T04:55:00Z,ShiftEnd,,863864-1300-1-27-202520:55,crew
863864,1300,2025-01-28T17:00:00Z,ShiftBegin,,863864-1300-1-28-20259:00,crew
863864,1300,2025-01-28T21:30:00Z,MealBreakBegin,,863864-1300-1-28-202513:30,crew
863864,1300,2025-01-28T22:03:00Z,MealBreakEnd,,863864-1300-1-28-202514:03,crew
863864,1300,2025-01-29T01:07:00Z,ShiftEnd,,863864-1300-1-28-202517:07,crew
863864,1300,2025-02-01T17:00:00Z,ShiftBegin,,863864-1300-2-1-20259:00,crew
863864,1300,2025-02-01T21:59:00Z,ShiftEnd,,863864-1300-2-1-202513:59,crew
863864,1300,2025-02-01T22:36:00Z,ShiftBegin,,863864-1300-2-1-202514:36,crew
863864,1300,2025-02-02T01:06:00Z,ShiftEnd,,863864-1300-2-1-202517:06,crew
863864,1300,2025-02-02T20:07:00Z,ShiftBegin,,863864-1300-2-2-202512:07,crew
863864,1300,2025-02-03T01:04:00Z,MealBreakBegin,,863864-1300-2-2-202517:04,crew
863864,1300,2025-02-03T01:40:00Z,MealBreakEnd,,863864-1300-2-2-202517:40,crew
863864,1300,2025-02-03T04:02:00Z,ShiftEnd,,863864-1300-2-2-202520:02,crew
863864,1300,2025-02-04T22:00:00Z,ShiftBegin,,863864-1300-2-4-202514:00,crew
863864,1300,2025-02-05T02:25:00Z,MealBreakBegin,,863864-1300-2-4-202518:25,crew
863864,1300,2025-02-05T02:59:00Z,MealBreakEnd,,863864-1300-2-4-202518:59,crew
863864,1300,2025-02-05T04:52:00Z,ShiftEnd,,863864-1300-2-4-202520:52,crew
863864,1300,2025-02-08T17:00:00Z,ShiftBegin,,863864-1300-2-8-20259:00,crew
863864,1300,2025-02-08T21:51:00Z,MealBreakBegin,,863864-1300-2-8-202513:51,crew
863864,1300,2025-02-08T22:24:00Z,MealBreakEnd,,863864-1300-2-8-202514:24,crew
863864,1300,2025-02-09T00:13:00Z,ShiftEnd,,863864-1300-2-8-202516:13,crew
574412,1300,2025-01-27T21:00:00Z,ShiftBegin,,574412-1300-1-27-202513:00,crew
574412,1300,2025-01-28T01:18:00Z,MealBreakBegin,,574412-1300-1-27-202517:18,crew
574412,1300,2025-01-28T01:49:00Z,MealBreakEnd,,574412-1300-1-27-202517:49,crew
574412,1300,2025-01-28T04:54:00Z,ShiftEnd,,574412-1300-1-27-202520:54,crew
574412,1300,2025-01-28T20:59:00Z,ShiftBegin,,574412-1300-1-28-202512:59,crew
574412,1300,2025-01-29T01:55:00Z,MealBreakBegin,,574412-1300-1-28-202517:55,crew
574412,1300,2025-01-29T02:28:00Z,MealBreakEnd,,574412-1300-1-28-202518:28,crew
574412,1300,2025-01-29T05:03:00Z,ShiftEnd,,574412-1300-1-28-202521:03,crew
574412,1300,2025-01-31T21:00:00Z,ShiftBegin,,574412-1300-1-31-202513:00,crew
574412,1300,2025-02-01T01:01:00Z,MealBreakBegin,,574412-1300-1-31-202517:01,crew
574412,1300,2025-02-01T01:36:00Z,MealBreakEnd,,574412-1300-1-31-202517:36,crew
574412,1300,2025-02-01T04:52:00Z,ShiftEnd,,574412-1300-1-31-202520:52,crew
574412,1300,2025-02-01T21:00:00Z,ShiftBegin,,574412-1300-2-1-202513:00,crew
574412,1300,2025-02-02T01:27:00Z,MealBreakBegin,,574412-1300-2-1-202517:27,crew
574412,1300,2025-02-02T01:58:00Z,MealBreakEnd,,574412-1300-2-1-202517:58,crew
574412,1300,2025-02-02T04:52:00Z,ShiftEnd,,574412-1300-2-1-202520:52,crew
574412,1300,2025-02-04T17:00:00Z,ShiftBegin,,574412-1300-2-4-20259:00,crew
574412,1300,2025-02-04T21:32:00Z,MealBreakBegin,,574412-1300-2-4-202513:32,crew
574412,1300,2025-02-04T22:02:00Z,MealBreakEnd,,574412-1300-2-4-202514:02,crew
574412,1300,2025-02-05T01:06:00Z,ShiftEnd,,574412-1300-2-4-202517:06,crew
574412,1300,2025-02-05T21:06:00Z,ShiftBegin,,574412-1300-2-5-202513:06,crew
574412,1300,2025-02-06T01:33:00Z,MealBreakBegin,,574412-1300-2-5-202517:33,crew
574412,1300,2025-02-06T02:06:00Z,MealBreakEnd,,574412-1300-2-5-202518:06,crew
574412,1300,2025-02-06T04:49:00Z,ShiftEnd,,574412-1300-2-5-202520:49,crew
574412,1300,2025-02-06T18:00:00Z,ShiftBegin,,574412-1300-2-6-202510:00,crew
574412,1300,2025-02-06T22:31:00Z,MealBreakBegin,,574412-1300-2-6-202514:31,crew
574412,1300,2025-02-06T23:03:00Z,MealBreakEnd,,574412-1300-2-6-202515:03,crew
574412,1300,2025-02-07T00:09:00Z,ShiftEnd,,574412-1300-2-6-202516:09,crew
574412,1300,2025-02-07T21:00:00Z,ShiftBegin,,574412-1300-2-7-202513:00,crew
574412,1300,2025-02-08T01:06:00Z,MealBreakBegin,,574412-1300-2-7-202517:06,crew
574412,1300,2025-02-08T01:39:00Z,MealBreakEnd,,574412-1300-2-7-202517:39,crew
574412,1300,2025-02-08T04:41:00Z,ShiftEnd,,574412-1300-2-7-202520:41,crew
882450,1300,2025-01-29T14:00:00Z,ShiftBegin,,882450-1300-1-29-20256:00,crew
882450,1300,2025-01-29T18:04:00Z,ShiftEnd,,882450-1300-1-29-202510:04,crew
882450,1300,2025-02-05T14:01:00Z,ShiftBegin,,882450-1300-2-5-20256:01,crew
882450,1300,2025-02-05T18:15:00Z,ShiftEnd,,882450-1300-2-5-202510:15,crew
882450,1300,2025-02-06T14:02:00Z,ShiftBegin,,882450-1300-2-6-20256:02,crew
882450,1300,2025-02-06T18:25:00Z,ShiftEnd,,882450-1300-2-6-202510:25,crew
882450,1300,2025-02-07T14:01:00Z,ShiftBegin,,882450-1300-2-7-20256:01,crew
882450,1300,2025-02-07T18:17:00Z,ShiftEnd,,882450-1300-2-7-202510:17,crew
882465,1300,2025-01-29T14:02:00Z,ShiftBegin,,882465-1300-1-29-20256:02,crew
882465,1300,2025-01-29T18:04:00Z,ShiftEnd,,882465-1300-1-29-202510:04,crew
882465,1300,2025-01-30T23:03:00Z,ShiftBegin,,882465-1300-1-30-202515:03,crew
882465,1300,2025-01-31T03:04:00Z,ShiftEnd,,882465-1300-1-30-202519:04,crew
882465,1300,2025-02-01T17:01:00Z,ShiftBegin,,882465-1300-2-1-20259:01,crew
882465,1300,2025-02-01T21:04:00Z,MealBreakBegin,,882465-1300-2-1-202513:04,crew
882465,1300,2025-02-01T21:35:00Z,MealBreakEnd,,882465-1300-2-1-202513:35,crew
882465,1300,2025-02-02T01:04:00Z,ShiftEnd,,882465-1300-2-1-202517:04,crew
882465,1300,2025-02-05T14:01:00Z,ShiftBegin,,882465-1300-2-5-20256:01,crew
882465,1300,2025-02-05T18:15:00Z,ShiftEnd,,882465-1300-2-5-202510:15,crew
882465,1300,2025-02-06T14:01:00Z,ShiftBegin,,882465-1300-2-6-20256:01,crew
882465,1300,2025-02-06T18:24:00Z,ShiftEnd,,882465-1300-2-6-202510:24,crew
882465,1300,2025-02-07T14:01:00Z,ShiftBegin,,882465-1300-2-7-20256:01,crew
882465,1300,2025-02-07T18:08:00Z,ShiftEnd,,882465-1300-2-7-202510:08,crew
848552,1300,2025-01-29T14:06:00Z,ShiftBegin,,848552-1300-1-29-20256:06,crew
848552,1300,2025-01-29T18:06:00Z,ShiftEnd,,848552-1300-1-29-202510:06,crew
848552,1300,2025-02-05T13:59:00Z,ShiftBegin,,848552-1300-2-5-20255:59,crew
848552,1300,2025-02-05T18:16:00Z,ShiftEnd,,848552-1300-2-5-202510:16,crew
848552,1300,2025-02-06T14:00:00Z,ShiftBegin,,848552-1300-2-6-20256:00,crew
848552,1300,2025-02-06T18:26:00Z,ShiftEnd,,848552-1300-2-6-202510:26,crew
777177,1301,2025-01-26T17:00:00Z,ShiftBegin,,777177-1301-1-26-20259:00,crew
777177,1301,2025-01-26T21:46:00Z,MealBreakBegin,,777177-1301-1-26-202513:46,crew
777177,1301,2025-01-26T22:16:00Z,MealBreakEnd,,777177-1301-1-26-202514:16,crew
777177,1301,2025-01-27T01:26:00Z,ShiftEnd,,777177-1301-1-26-202517:26,crew
777177,1301,2025-01-27T20:30:00Z,ShiftBegin,,777177-1301-1-27-202512:30,crew
777177,1301,2025-01-28T01:10:00Z,MealBreakBegin,,777177-1301-1-27-202517:10,crew
777177,1301,2025-01-28T01:40:00Z,MealBreakEnd,,777177-1301-1-27-202517:40,crew
777177,1301,2025-01-28T05:01:00Z,ShiftEnd,,777177-1301-1-27-202521:01,crew
777177,1301,2025-02-02T16:58:00Z,ShiftBegin,,777177-1301-2-2-20258:58,crew
777177,1301,2025-02-02T21:36:00Z,MealBreakBegin,,777177-1301-2-2-202513:36,crew
777177,1301,2025-02-02T22:06:00Z,MealBreakEnd,,777177-1301-2-2-202514:06,crew
777177,1301,2025-02-03T01:31:00Z,ShiftEnd,,777177-1301-2-2-202517:31,crew
777177,1301,2025-02-03T20:31:00Z,ShiftBegin,,777177-1301-2-3-202512:31,crew
777177,1301,2025-02-04T01:25:00Z,MealBreakBegin,,777177-1301-2-3-202517:25,crew
777177,1301,2025-02-04T01:55:00Z,MealBreakEnd,,777177-1301-2-3-202517:55,crew
777177,1301,2025-02-04T04:55:00Z,ShiftEnd,,777177-1301-2-3-202520:55,crew
777177,1301,2025-02-05T18:00:00Z,ShiftBegin,,777177-1301-2-5-202510:00,crew
777177,1301,2025-02-05T22:00:00Z,MealBreakBegin,,777177-1301-2-5-202514:00,crew
777177,1301,2025-02-05T22:30:00Z,MealBreakEnd,,777177-1301-2-5-202514:30,crew
777177,1301,2025-02-06T02:33:00Z,ShiftEnd,,777177-1301-2-5-202518:33,crew
777177,1301,2025-02-06T16:56:00Z,ShiftBegin,,777177-1301-2-6-20258:56,crew
777177,1301,2025-02-06T21:48:00Z,MealBreakBegin,,777177-1301-2-6-202513:48,crew
777177,1301,2025-02-06T22:18:00Z,MealBreakEnd,,777177-1301-2-6-202514:18,crew
777177,1301,2025-02-07T01:30:00Z,ShiftEnd,,777177-1301-2-6-202517:30,crew
777177,1301,2025-02-08T20:28:00Z,ShiftBegin,,777177-1301-2-8-202512:28,crew
777177,1301,2025-02-09T01:22:00Z,MealBreakBegin,,777177-1301-2-8-202517:22,crew
777177,1301,2025-02-09T01:52:00Z,MealBreakEnd,,777177-1301-2-8-202517:52,crew
777177,1301,2025-02-09T05:01:00Z,ShiftEnd,,777177-1301-2-8-202521:01,crew
809143,1301,2025-01-26T18:00:00Z,ShiftBegin,,809143-1301-1-26-202510:00,crew
809143,1301,2025-01-26T22:00:00Z,ShiftEnd,,809143-1301-1-26-202514:00,crew
809143,1301,2025-02-02T18:00:00Z,ShiftBegin,,809143-1301-2-2-202510:00,crew
809143,1301,2025-02-02T22:01:00Z,ShiftEnd,,809143-1301-2-2-202514:01,crew
745468,1301,2025-01-26T21:30:00Z,ShiftBegin,,745468-1301-1-26-202513:30,crew
745468,1301,2025-01-27T00:50:00Z,MealBreakBegin,,745468-1301-1-26-202516:50,crew
745468,1301,2025-01-27T01:21:00Z,MealBreakEnd,,745468-1301-1-26-202517:21,crew
745468,1301,2025-01-27T04:00:00Z,ShiftEnd,,745468-1301-1-26-202520:00,crew
745468,1301,2025-01-29T22:59:00Z,ShiftBegin,,745468-1301-1-29-202514:59,crew
745468,1301,2025-01-30T02:50:00Z,MealBreakBegin,,745468-1301-1-29-202518:50,crew
745468,1301,2025-01-30T03:21:00Z,MealBreakEnd,,745468-1301-1-29-202519:21,crew
745468,1301,2025-01-30T05:01:00Z,ShiftEnd,,745468-1301-1-29-202521:01,crew
745468,1301,2025-01-30T22:59:00Z,ShiftBegin,,745468-1301-1-30-202514:59,crew
745468,1301,2025-01-31T02:25:00Z,MealBreakBegin,,745468-1301-1-30-202518:25,crew
745468,1301,2025-01-31T02:56:00Z,MealBreakEnd,,745468-1301-1-30-202518:56,crew
745468,1301,2025-01-31T04:59:00Z,ShiftEnd,,745468-1301-1-30-202520:59,crew
745468,1301,2025-01-31T22:59:00Z,ShiftBegin,,745468-1301-1-31-202514:59,crew
745468,1301,2025-02-01T02:16:00Z,MealBreakBegin,,745468-1301-1-31-202518:16,crew
745468,1301,2025-02-01T02:47:00Z,MealBreakEnd,,745468-1301-1-31-202518:47,crew
745468,1301,2025-02-01T04:59:00Z,ShiftEnd,,745468-1301-1-31-202520:59,crew
745468,1301,2025-02-01T22:59:00Z,ShiftBegin,,745468-1301-2-1-202514:59,crew
745468,1301,2025-02-02T02:18:00Z,MealBreakBegin,,745468-1301-2-1-202518:18,crew
745468,1301,2025-02-02T02:49:00Z,MealBreakEnd,,745468-1301-2-1-202518:49,crew
745468,1301,2025-02-02T05:01:00Z,ShiftEnd,,745468-1301-2-1-202521:01,crew
745468,1301,2025-02-02T21:29:00Z,ShiftBegin,,745468-1301-2-2-202513:29,crew
745468,1301,2025-02-03T01:35:00Z,MealBreakBegin,,745468-1301-2-2-202517:35,crew
